doc_id,chunk_size,overlap,gold_count,pred_count
NHC102219_episodio1008744732.txt,256,0,66,3
NHC103087_episodio1008807132.txt,256,0,18,1
NHC103087_episodio1008807712.txt,256,0,50,3
